./data/test/LIVE29\bikes.mat,39.21278921,0.989820985,0.139933825
./data/test/LIVE29\building2.mat,32.1305681,0.974553293,0.103004932
./data/test/LIVE29\buildings.mat,35.85952443,0.975902172,0.160942316
./data/test/LIVE29\caps.mat,45.01039497,0.990403113,0.099948645
./data/test/LIVE29\carnivaldolls.mat,40.6921067,0.991456236,0.118028879
./data/test/LIVE29\cemetry.mat,35.82409003,0.977070697,0.094000578
./data/test/LIVE29\churchandcapitol.mat,37.71757278,0.984101733,0.103997946
./data/test/LIVE29\coinsinfountain.mat,38.69298704,0.982765688,0.107000828
./data/test/LIVE29\dancers.mat,35.17736106,0.984480203,0.082938433
./data/test/LIVE29\flowersonih35.mat,30.68442434,0.974674558,0.087961674
./data/test/LIVE29\house.mat,38.40634369,0.972024877,0.099930048
./data/test/LIVE29\lighthouse.mat,38.19659148,0.969117536,0.111001968
./data/test/LIVE29\lighthouse2.mat,36.77038394,0.974599145,0.105917454
./data/test/LIVE29\manfishing.mat,39.56657344,0.986650264,0.096935272
./data/test/LIVE29\monarch.mat,45.37511697,0.991416524,0.119936466
./data/test/LIVE29\ocean.mat,40.12445021,0.979533211,0.150998354
./data/test/LIVE29\paintedhouse.mat,36.57013344,0.982212623,0.102083921
./data/test/LIVE29\parrots.mat,45.17446824,0.988204134,0.110943317
./data/test/LIVE29\plane.mat,41.59189032,0.982959608,0.116006374
./data/test/LIVE29\rapids.mat,38.57235484,0.978659741,0.118999243
./data/test/LIVE29\sailing1.mat,36.86290894,0.975532184,0.114999056
./data/test/LIVE29\sailing2.mat,41.95381247,0.977993425,0.132997751
./data/test/LIVE29\sailing3.mat,42.87687544,0.982015988,0.130030394
./data/test/LIVE29\sailing4.mat,38.60712749,0.977564186,0.129001379
./data/test/LIVE29\statue.mat,40.1695674,0.981981838,0.12093401
./data/test/LIVE29\stream.mat,30.23837087,0.942630139,0.137931824
./data/test/LIVE29\studentsculpture.mat,33.74062213,0.977128595,0.091997385
./data/test/LIVE29\woman.mat,35.11487085,0.966879602,0.094017744
./data/test/LIVE29\womanhat.mat,40.36649909,0.975329867,0.103937149
AVERAGE,38.32002689,0.978884902,0.113322661
