./data/test/LIVE29\bikes.mat,19.72154112,0.400013227,0.11518836
./data/test/LIVE29\building2.mat,16.76790981,0.267735779,0.099565983
./data/test/LIVE29\buildings.mat,17.83442737,0.393408677,0.114492178
./data/test/LIVE29\caps.mat,28.82436183,0.787215187,0.104108334
./data/test/LIVE29\carnivaldolls.mat,22.46005132,0.643130776,0.096573353
./data/test/LIVE29\cemetry.mat,19.54768496,0.408098884,0.113502741
./data/test/LIVE29\churchandcapitol.mat,19.83379361,0.56170488,0.092599154
./data/test/LIVE29\coinsinfountain.mat,21.99186046,0.533335747,0.084625006
./data/test/LIVE29\dancers.mat,18.44500285,0.438360729,0.091594458
./data/test/LIVE29\flowersonih35.mat,17.41878629,0.399935048,0.096574068
./data/test/LIVE29\house.mat,25.05904738,0.569464751,0.111513376
./data/test/LIVE29\lighthouse.mat,21.95234194,0.571967867,0.095540285
./data/test/LIVE29\lighthouse2.mat,22.66033194,0.617082039,0.085622549
./data/test/LIVE29\manfishing.mat,21.57044456,0.50434925,0.092640162
./data/test/LIVE29\monarch.mat,22.26279258,0.752822507,0.095578671
./data/test/LIVE29\ocean.mat,26.52706369,0.612864088,0.08596015
./data/test/LIVE29\paintedhouse.mat,21.87250774,0.515606348,0.086618185
./data/test/LIVE29\parrots.mat,27.82033077,0.829912283,0.086621046
./data/test/LIVE29\plane.mat,25.89376112,0.772742287,0.100560427
./data/test/LIVE29\rapids.mat,22.58872661,0.473355154,0.085456371
./data/test/LIVE29\sailing1.mat,22.72268349,0.493662289,0.094573736
./data/test/LIVE29\sailing2.mat,24.98581616,0.722819097,0.104539871
./data/test/LIVE29\sailing3.mat,25.71237839,0.686344142,0.127430677
./data/test/LIVE29\sailing4.mat,23.82377686,0.565181801,0.085621119
./data/test/LIVE29\statue.mat,24.89326637,0.660661672,0.097574234
./data/test/LIVE29\stream.mat,19.19385335,0.291915941,0.092588902
./data/test/LIVE29\studentsculpture.mat,18.67369692,0.287180043,0.103540897
./data/test/LIVE29\woman.mat,21.89890908,0.46268103,0.089601755
./data/test/LIVE29\womanhat.mat,26.46056561,0.666409113,0.092587233
AVERAGE,22.39371428,0.547929677,0.097344596
