./data/test/LIVE29\bikes.mat,33.25568514,0.963609476,0.124940634
./data/test/LIVE29\building2.mat,27.26258856,0.922340354,0.149994135
./data/test/LIVE29\buildings.mat,30.72125867,0.938042706,0.115995407
./data/test/LIVE29\caps.mat,39.95533055,0.974591456,0.180998802
./data/test/LIVE29\carnivaldolls.mat,35.42063968,0.974438281,0.11100173
./data/test/LIVE29\cemetry.mat,31.30635424,0.93479328,0.106940031
./data/test/LIVE29\churchandcapitol.mat,32.70609816,0.955912657,0.126997471
./data/test/LIVE29\coinsinfountain.mat,34.08890659,0.953512703,0.127940416
./data/test/LIVE29\dancers.mat,30.07542851,0.953087233,0.086938143
./data/test/LIVE29\flowersonih35.mat,26.19427279,0.927094599,0.106937885
./data/test/LIVE29\house.mat,34.49133263,0.933611991,0.102935553
./data/test/LIVE29\lighthouse.mat,34.39756579,0.933239996,0.131999254
./data/test/LIVE29\lighthouse2.mat,32.53609916,0.943385291,0.136997223
./data/test/LIVE29\manfishing.mat,34.41921494,0.959313234,0.106942415
./data/test/LIVE29\monarch.mat,41.12471657,0.983845212,0.104986668
./data/test/LIVE29\ocean.mat,35.37821553,0.944019385,0.147137642
./data/test/LIVE29\paintedhouse.mat,31.26347394,0.949030048,0.103999615
./data/test/LIVE29\parrots.mat,40.47273811,0.976897988,0.180943251
./data/test/LIVE29\plane.mat,37.34680928,0.961655268,0.112570286
./data/test/LIVE29\rapids.mat,33.80563944,0.940283752,0.131084204
./data/test/LIVE29\sailing1.mat,31.9149923,0.929914574,0.138989449
./data/test/LIVE29\sailing2.mat,37.72874647,0.95803501,0.111941576
./data/test/LIVE29\sailing3.mat,38.75346643,0.965978573,0.091993809
./data/test/LIVE29\sailing4.mat,33.94226038,0.940459923,0.119998932
./data/test/LIVE29\statue.mat,35.99803039,0.962035778,0.120942593
./data/test/LIVE29\stream.mat,26.41084517,0.861654785,0.12293911
./data/test/LIVE29\studentsculpture.mat,28.7767361,0.929580663,0.113934755
./data/test/LIVE29\woman.mat,30.73145818,0.922756293,0.118000984
./data/test/LIVE29\womanhat.mat,36.48391152,0.943416485,0.108999729
AVERAGE,33.68837294,0.946087483,0.12227661
